game_id,date,league_name,series_name,tournament_name
30072,2024-01-03 09:08:32.430000,Demacia Cup,Demacia Cup 2023,Playoffs
30073,2024-01-03 09:54:00.478000,Demacia Cup,Demacia Cup 2023,Playoffs
30074,2024-01-03 10:35:15.933000,Demacia Cup,Demacia Cup 2023,Playoffs
30078,2024-01-06 09:16:15.868000,Demacia Cup,Demacia Cup 2023,Playoffs
30079,2024-01-06 10:06:55.895000,Demacia Cup,Demacia Cup 2023,Playoffs
30080,2024-01-06 10:49:28.062000,Demacia Cup,Demacia Cup 2023,Playoffs
30007,2024-01-13 16:05:40.125000,LEC,LEC Winter 2024,Regular Season
30014,2024-01-14 18:49:28.371868,LEC,LEC Winter 2024,Regular Season
30020,2024-01-15 17:01:29.311913,LEC,LEC Winter 2024,Regular Season
30335,2024-01-17 11:00:30.480829,LCK,LCK Spring 2024,Regular Season
30336,2024-01-17 11:51:39.799801,LCK,LCK Spring 2024,Regular Season
30337,2024-01-17 12:45:09.682070,LCK,LCK Spring 2024,Regular Season
30338,2024-01-18 08:07:29.326000,LCK,LCK Spring 2024,Regular Season
30339,2024-01-18 09:04:30.190000,LCK,LCK Spring 2024,Regular Season
30340,2024-01-18 10:52:48.905524,LCK,LCK Spring 2024,Regular Season
30341,2024-01-18 11:48:42.070372,LCK,LCK Spring 2024,Regular Season
30344,2024-01-19 10:44:53.927000,LCK,LCK Spring 2024,Regular Season
30345,2024-01-19 11:32:38.779400,LCK,LCK Spring 2024,Regular Season
30348,2024-01-20 08:32:12.270216,LCK,LCK Spring 2024,Regular Season
30349,2024-01-20 09:18:43.776660,LCK,LCK Spring 2024,Regular Season
30999,2024-01-20 18:01:31.526382,LEC,LEC Winter 2024,Regular Season
30352,2024-01-21 08:43:04.938988,LCK,LCK Spring 2024,Regular Season
30353,2024-01-21 09:30:20.970543,LCK,LCK Spring 2024,Regular Season
30354,2024-01-21 10:40:57.205659,LCK,LCK Spring 2024,Regular Season
31010,2024-01-21 17:52:38.309208,LEC,LEC Winter 2024,Regular Season
31246,2024-01-22 09:18:10.252570,LPL,LPL Spring 2024,Regular Season
31247,2024-01-22 10:11:27.464682,LPL,LPL Spring 2024,Regular Season
31248,2024-01-22 11:00:05.707431,LPL,LPL Spring 2024,Regular Season
31003,2024-01-22 18:39:28.704425,LEC,LEC Winter 2024,Regular Season
30357,2024-01-24 10:31:03.483740,LCK,LCK Spring 2024,Regular Season
30358,2024-01-24 11:35:57.501765,LCK,LCK Spring 2024,Regular Season
30359,2024-01-24 12:28:26.206265,LCK,LCK Spring 2024,Regular Season
30360,2024-01-25 08:01:21.164081,LCK,LCK Spring 2024,Regular Season
30361,2024-01-25 08:49:00.454739,LCK,LCK Spring 2024,Regular Season
30362,2024-01-25 10:30:54.367809,LCK,LCK Spring 2024,Regular Season
30363,2024-01-25 11:22:15.660670,LCK,LCK Spring 2024,Regular Season
30364,2024-01-26 08:01:03.272824,LCK,LCK Spring 2024,Regular Season
30365,2024-01-26 08:59:56.474588,LCK,LCK Spring 2024,Regular Season
30366,2024-01-26 09:43:08.940062,LCK,LCK Spring 2024,Regular Season
31269,2024-01-26 11:23:28.827510,LPL,LPL Spring 2024,Regular Season
31270,2024-01-26 12:21:32.955355,LPL,LPL Spring 2024,Regular Season
30370,2024-01-27 06:01:51.338377,LCK,LCK Spring 2024,Regular Season
30371,2024-01-27 07:04:25.740410,LCK,LCK Spring 2024,Regular Season
30372,2024-01-27 08:09:23.775291,LCK,LCK Spring 2024,Regular Season
31015,2024-01-27 19:03:19.487488,LEC,LEC Winter 2024,Regular Season
30378,2024-01-28 09:37:12.876320,LCK,LCK Spring 2024,Regular Season
30379,2024-01-28 10:35:39.146294,LCK,LCK Spring 2024,Regular Season
31019,2024-01-28 18:22:35.619723,LEC,LEC Winter 2024,Regular Season
31287,2024-01-29 11:13:44.864000,LPL,LPL Spring 2024,Regular Season
31288,2024-01-29 12:12:10.997000,LPL,LPL Spring 2024,Regular Season
31026,2024-01-29 18:49:59.500944,LEC,LEC Winter 2024,Regular Season
30380,2024-01-31 08:01:13.743000,LCK,LCK Spring 2024,Regular Season
30381,2024-01-31 09:02:47.929000,LCK,LCK Spring 2024,Regular Season
30382,2024-01-31 10:47:15.761475,LCK,LCK Spring 2024,Regular Season
30383,2024-01-31 11:39:54.148388,LCK,LCK Spring 2024,Regular Season
30384,2024-02-01 08:00:58.182000,LCK,LCK Spring 2024,Regular Season
30385,2024-02-01 08:50:54.449388,LCK,LCK Spring 2024,Regular Season
30389,2024-02-02 08:00:41.981769,LCK,LCK Spring 2024,Regular Season
30390,2024-02-02 08:55:44.284828,LCK,LCK Spring 2024,Regular Season
30391,2024-02-02 10:30:27.908255,LCK,LCK Spring 2024,Regular Season
30392,2024-02-02 11:21:45.809615,LCK,LCK Spring 2024,Regular Season
30395,2024-02-03 06:01:13.046832,LCK,LCK Spring 2024,Regular Season
30396,2024-02-03 06:59:59.010362,LCK,LCK Spring 2024,Regular Season
30397,2024-02-03 07:47:54.234680,LCK,LCK Spring 2024,Regular Season
30393,2024-02-03 09:36:33.458769,LCK,LCK Spring 2024,Regular Season
30394,2024-02-03 10:21:07.725606,LCK,LCK Spring 2024,Regular Season
31316,2024-02-03 12:29:11.894211,LPL,LPL Spring 2024,Regular Season
31317,2024-02-03 13:11:11.288375,LPL,LPL Spring 2024,Regular Season
32320,2024-02-03 17:48:09.049184,LEC,LEC Winter 2024,Playoffs
32321,2024-02-03 18:41:42.239436,LEC,LEC Winter 2024,Playoffs
30401,2024-02-04 09:14:56.626799,LCK,LCK Spring 2024,Regular Season
30402,2024-02-04 10:08:08.921949,LCK,LCK Spring 2024,Regular Season
32333,2024-02-05 17:47:50.491530,LEC,LEC Winter 2024,Playoffs
32334,2024-02-05 18:37:47.347115,LEC,LEC Winter 2024,Playoffs
32335,2024-02-05 19:27:10.211395,LEC,LEC Winter 2024,Playoffs
31334,2024-02-06 11:13:58.062000,LPL,LPL Spring 2024,Regular Season
31335,2024-02-06 12:14:25.438000,LPL,LPL Spring 2024,Regular Season
32432,2024-02-11 16:02:43.754438,LEC,LEC Winter 2024,Playoffs
32433,2024-02-11 16:56:10.894385,LEC,LEC Winter 2024,Playoffs
32434,2024-02-11 17:45:48.250931,LEC,LEC Winter 2024,Playoffs
30403,2024-02-14 08:01:23.938844,LCK,LCK Spring 2024,Regular Season
30404,2024-02-14 08:53:53.778053,LCK,LCK Spring 2024,Regular Season
30407,2024-02-15 08:01:30.387638,LCK,LCK Spring 2024,Regular Season
30408,2024-02-15 08:50:52.205538,LCK,LCK Spring 2024,Regular Season
30411,2024-02-16 08:00:07.908000,LCK,LCK Spring 2024,Regular Season
30412,2024-02-16 08:49:32.883017,LCK,LCK Spring 2024,Regular Season
30416,2024-02-17 06:01:50.602815,LCK,LCK Spring 2024,Regular Season
30417,2024-02-17 06:47:49.546932,LCK,LCK Spring 2024,Regular Season
30418,2024-02-17 08:40:48.848510,LCK,LCK Spring 2024,Regular Season
30419,2024-02-17 09:30:12.751579,LCK,LCK Spring 2024,Regular Season
30420,2024-02-18 06:00:44.598000,LCK,LCK Spring 2024,Regular Season
30421,2024-02-18 06:51:41.215000,LCK,LCK Spring 2024,Regular Season
32440,2024-02-18 16:08:20.327805,LEC,LEC Winter 2024,Playoffs
32441,2024-02-18 16:56:24.313606,LEC,LEC Winter 2024,Playoffs
32442,2024-02-18 17:44:10.653203,LEC,LEC Winter 2024,Playoffs
32443,2024-02-18 18:35:53.316367,LEC,LEC Winter 2024,Playoffs
31358,2024-02-20 11:14:10.701948,LPL,LPL Spring 2024,Regular Season
31359,2024-02-20 12:02:58.701069,LPL,LPL Spring 2024,Regular Season
30424,2024-02-21 08:01:29.106000,LCK,LCK Spring 2024,Regular Season
30425,2024-02-21 08:51:57.604000,LCK,LCK Spring 2024,Regular Season
30426,2024-02-21 09:55:55.877292,LCK,LCK Spring 2024,Regular Season
30427,2024-02-21 11:31:06.862281,LCK,LCK Spring 2024,Regular Season
30428,2024-02-21 12:48:03.893963,LCK,LCK Spring 2024,Regular Season
30429,2024-02-22 08:00:46.854961,LCK,LCK Spring 2024,Regular Season
30430,2024-02-22 08:57:31.758106,LCK,LCK Spring 2024,Regular Season
30431,2024-02-22 10:31:20.414341,LCK,LCK Spring 2024,Regular Season
30432,2024-02-22 11:20:07.118937,LCK,LCK Spring 2024,Regular Season
30438,2024-02-24 06:01:33.940922,LCK,LCK Spring 2024,Regular Season
30439,2024-02-24 06:54:58.087369,LCK,LCK Spring 2024,Regular Season
30440,2024-02-24 08:35:41.904063,LCK,LCK Spring 2024,Regular Season
30441,2024-02-24 09:31:58.697490,LCK,LCK Spring 2024,Regular Season
31384,2024-02-24 11:14:03.973000,LPL,LPL Spring 2024,Regular Season
31385,2024-02-24 12:18:04.806000,LPL,LPL Spring 2024,Regular Season
31386,2024-02-24 13:26:59.394000,LPL,LPL Spring 2024,Regular Season
30442,2024-02-25 06:00:55.297205,LCK,LCK Spring 2024,Regular Season
30443,2024-02-25 11:23:18.001732,LCK,LCK Spring 2024,Regular Season
31401,2024-02-27 09:11:16.470508,LPL,LPL Spring 2024,Regular Season
31402,2024-02-27 10:06:26.525415,LPL,LPL Spring 2024,Regular Season
30447,2024-02-28 08:02:33.961049,LCK,LCK Spring 2024,Regular Season
30448,2024-02-28 08:57:12.864422,LCK,LCK Spring 2024,Regular Season
30449,2024-02-28 10:36:23.538449,LCK,LCK Spring 2024,Regular Season
30450,2024-02-28 15:44:56.471422,LCK,LCK Spring 2024,Regular Season
30451,2024-02-29 12:03:41.295179,LCK,LCK Spring 2024,Regular Season
30452,2024-02-29 12:55:08.442001,LCK,LCK Spring 2024,Regular Season
31418,2024-03-01 07:11:27.525000,LPL,LPL Spring 2024,Regular Season
31419,2024-03-01 08:02:43.681000,LPL,LPL Spring 2024,Regular Season
30459,2024-03-01 15:07:43.252178,LCK,LCK Spring 2024,Regular Season
30460,2024-03-01 15:57:58.961043,LCK,LCK Spring 2024,Regular Season
30464,2024-03-02 12:58:53.778292,LCK,LCK Spring 2024,Regular Season
30465,2024-03-02 13:49:13.236489,LCK,LCK Spring 2024,Regular Season
30466,2024-03-03 10:02:36.979001,LCK,LCK Spring 2024,Regular Season
30467,2024-03-03 11:19:52.899024,LCK,LCK Spring 2024,Regular Season
30468,2024-03-03 12:12:56.923176,LCK,LCK Spring 2024,Regular Season
31442,2024-03-04 11:12:35.757735,LPL,LPL Spring 2024,Regular Season
31443,2024-03-04 12:08:49.899787,LPL,LPL Spring 2024,Regular Season
30474,2024-03-06 11:04:04.071462,LCK,LCK Spring 2024,Regular Season
30475,2024-03-06 11:55:10.627304,LCK,LCK Spring 2024,Regular Season
30476,2024-03-07 07:59:24.589000,LCK,LCK Spring 2024,Regular Season
30477,2024-03-07 08:49:36.125000,LCK,LCK Spring 2024,Regular Season
30478,2024-03-07 09:55:37.252007,LCK,LCK Spring 2024,Regular Season
30479,2024-03-07 10:58:58.437908,LCK,LCK Spring 2024,Regular Season
31459,2024-03-08 09:12:48.643000,LPL,LPL Spring 2024,Regular Season
30482,2024-03-08 09:50:31.639459,LCK,LCK Spring 2024,Regular Season
31460,2024-03-08 09:59:21.971296,LPL,LPL Spring 2024,Regular Season
30483,2024-03-08 10:54:40.765964,LCK,LCK Spring 2024,Regular Season
30484,2024-03-09 08:00:23.139426,LCK,LCK Spring 2024,Regular Season
30485,2024-03-09 08:49:07.938893,LCK,LCK Spring 2024,Regular Season
32571,2024-03-09 17:54:15.319213,LEC,LEC Spring 2024,Regular Season
31469,2024-03-10 07:10:43.699000,LPL,LPL Spring 2024,Regular Season
31470,2024-03-10 07:55:22.863000,LPL,LPL Spring 2024,Regular Season
30488,2024-03-10 08:00:10.770467,LCK,LCK Spring 2024,Regular Season
30489,2024-03-10 08:47:55.881271,LCK,LCK Spring 2024,Regular Season
30490,2024-03-10 09:42:43.351081,LCK,LCK Spring 2024,Regular Season
30491,2024-03-10 10:50:13.755488,LCK,LCK Spring 2024,Regular Season
30492,2024-03-10 11:56:22.570506,LCK,LCK Spring 2024,Regular Season
30493,2024-03-10 12:48:09.615140,LCK,LCK Spring 2024,Regular Season
32578,2024-03-10 19:23:49.623682,LEC,LEC Spring 2024,Regular Season
32583,2024-03-11 19:13:09.880159,LEC,LEC Spring 2024,Regular Season
30497,2024-03-13 11:20:26.966281,LCK,LCK Spring 2024,Regular Season
30498,2024-03-13 12:19:41.898664,LCK,LCK Spring 2024,Regular Season
31490,2024-03-14 07:11:38.481000,LPL,LPL Spring 2024,Regular Season
31491,2024-03-14 08:02:26.878000,LPL,LPL Spring 2024,Regular Season
30501,2024-03-14 10:35:18.645883,LCK,LCK Spring 2024,Regular Season
30502,2024-03-14 11:21:35.441342,LCK,LCK Spring 2024,Regular Season
30503,2024-03-15 07:59:41.359000,LCK,LCK Spring 2024,Regular Season
30504,2024-03-15 08:53:11.736000,LCK,LCK Spring 2024,Regular Season
30505,2024-03-15 10:29:31.562049,LCK,LCK Spring 2024,Regular Season
30506,2024-03-15 11:22:10.341944,LCK,LCK Spring 2024,Regular Season
30507,2024-03-15 12:15:39.570143,LCK,LCK Spring 2024,Regular Season
30511,2024-03-16 09:49:32.340054,LCK,LCK Spring 2024,Regular Season
30512,2024-03-16 10:37:04.744211,LCK,LCK Spring 2024,Regular Season
31509,2024-03-16 11:12:19.994000,LPL,LPL Spring 2024,Regular Season
30513,2024-03-16 11:38:24.670893,LCK,LCK Spring 2024,Regular Season
31510,2024-03-16 12:07:26.456000,LPL,LPL Spring 2024,Regular Season
32586,2024-03-16 17:43:04.906091,LEC,LEC Spring 2024,Regular Season
30517,2024-03-17 09:47:57.277545,LCK,LCK Spring 2024,Regular Season
30518,2024-03-17 10:42:55.024150,LCK,LCK Spring 2024,Regular Season
30519,2024-03-17 11:44:20.464825,LCK,LCK Spring 2024,Regular Season
32593,2024-03-17 19:33:47.903000,LEC,LEC Spring 2024,Regular Season
32596,2024-03-18 17:38:32.087515,LEC,LEC Spring 2024,Regular Season
30520,2024-03-20 08:00:25.553000,LCK,LCK Spring 2024,Regular Season
30521,2024-03-20 08:47:32.811498,LCK,LCK Spring 2024,Regular Season
30522,2024-03-20 10:30:28.691010,LCK,LCK Spring 2024,Regular Season
31529,2024-03-20 11:12:52.274000,LPL,LPL Spring 2024,Regular Season
30523,2024-03-20 11:14:35.621482,LCK,LCK Spring 2024,Regular Season
31530,2024-03-20 11:58:01.519000,LPL,LPL Spring 2024,Regular Season
31531,2024-03-20 12:49:17.118919,LPL,LPL Spring 2024,Regular Season
30524,2024-03-21 08:00:44.206000,LCK,LCK Spring 2024,Regular Season
30525,2024-03-21 09:02:02.606000,LCK,LCK Spring 2024,Regular Season
30526,2024-03-21 09:55:56.416000,LCK,LCK Spring 2024,Regular Season
30527,2024-03-21 11:26:15.780456,LCK,LCK Spring 2024,Regular Season
30528,2024-03-21 12:25:48.179095,LCK,LCK Spring 2024,Regular Season
30529,2024-03-22 08:00:52.210113,LCK,LCK Spring 2024,Regular Season
30530,2024-03-22 08:50:09.521035,LCK,LCK Spring 2024,Regular Season
32601,2024-03-22 17:38:25.463220,LEC,LEC Spring 2024,Regular Season
30534,2024-03-23 06:01:40.854036,LCK,LCK Spring 2024,Regular Season
30535,2024-03-23 06:57:51.611838,LCK,LCK Spring 2024,Regular Season
30536,2024-03-23 08:42:17.580420,LCK,LCK Spring 2024,Regular Season
30537,2024-03-23 09:28:31.028481,LCK,LCK Spring 2024,Regular Season
31545,2024-03-23 11:11:08.901038,LPL,LPL Spring 2024,Regular Season
31546,2024-03-23 12:05:22.376085,LPL,LPL Spring 2024,Regular Season
32607,2024-03-23 18:37:44.174266,LEC,LEC Spring 2024,Regular Season
30540,2024-03-24 08:46:02.255000,LCK,LCK Spring 2024,Regular Season
30541,2024-03-24 09:36:23.665000,LCK,LCK Spring 2024,Regular Season
32612,2024-03-25 18:22:50.975532,LEC,LEC Spring 2024,Regular Season
32936,2024-03-31 06:01:58.473716,LCK,LCK Spring 2024,Playoffs
32937,2024-03-31 07:03:50.677265,LCK,LCK Spring 2024,Playoffs
32938,2024-03-31 08:08:05.384103,LCK,LCK Spring 2024,Playoffs
32939,2024-03-31 09:10:42.498349,LCK,LCK Spring 2024,Playoffs
32940,2024-03-31 09:58:46.455100,LCK,LCK Spring 2024,Playoffs
33345,2024-03-31 16:47:52.513888,LEC,LEC Spring 2024,Playoffs
33346,2024-03-31 17:33:51.290379,LEC,LEC Spring 2024,Playoffs
33352,2024-04-01 17:37:36.562897,LEC,LEC Spring 2024,Playoffs
33353,2024-04-01 18:21:19.170359,LEC,LEC Spring 2024,Playoffs
32941,2024-04-03 08:06:54.157569,LCK,LCK Spring 2024,Playoffs
32942,2024-04-03 09:01:00.355515,LCK,LCK Spring 2024,Playoffs
32943,2024-04-03 09:56:57.066245,LCK,LCK Spring 2024,Playoffs
32944,2024-04-03 10:51:05.594937,LCK,LCK Spring 2024,Playoffs
32945,2024-04-03 11:50:39.910677,LCK,LCK Spring 2024,Playoffs
32946,2024-04-04 08:07:52.107683,LCK,LCK Spring 2024,Playoffs
32947,2024-04-04 09:04:45.727616,LCK,LCK Spring 2024,Playoffs
32948,2024-04-04 10:06:16.483839,LCK,LCK Spring 2024,Playoffs
32952,2024-04-06 06:06:57.652847,LCK,LCK Spring 2024,Playoffs
32953,2024-04-06 07:04:38.698853,LCK,LCK Spring 2024,Playoffs
32954,2024-04-06 08:04:34.003512,LCK,LCK Spring 2024,Playoffs
32955,2024-04-06 09:09:59.796924,LCK,LCK Spring 2024,Playoffs
33279,2024-04-06 10:15:22.858000,LPL,LPL Spring 2024,Playoffs
33280,2024-04-06 11:09:25.670000,LPL,LPL Spring 2024,Playoffs
33281,2024-04-06 12:03:09.589000,LPL,LPL Spring 2024,Playoffs
33282,2024-04-06 12:57:39.658000,LPL,LPL Spring 2024,Playoffs
32949,2024-04-07 06:05:33.928920,LCK,LCK Spring 2024,Playoffs
32950,2024-04-07 07:01:44.162121,LCK,LCK Spring 2024,Playoffs
32951,2024-04-07 07:57:17.338146,LCK,LCK Spring 2024,Playoffs
33363,2024-04-07 15:03:53.532228,LEC,LEC Spring 2024,Playoffs
33364,2024-04-07 16:02:26.075613,LEC,LEC Spring 2024,Playoffs
33365,2024-04-07 16:53:19.179938,LEC,LEC Spring 2024,Playoffs
33366,2024-04-07 17:33:17.903793,LEC,LEC Spring 2024,Playoffs
33286,2024-04-11 10:13:24.719000,LPL,LPL Spring 2024,Playoffs
33287,2024-04-11 11:10:08.757000,LPL,LPL Spring 2024,Playoffs
33288,2024-04-11 12:06:22.923000,LPL,LPL Spring 2024,Playoffs
33289,2024-04-11 13:07:00.470000,LPL,LPL Spring 2024,Playoffs
33290,2024-04-11 14:02:36.610000,LPL,LPL Spring 2024,Playoffs
32956,2024-04-13 06:18:01.949902,LCK,LCK Spring 2024,Playoffs
32957,2024-04-13 07:18:47.134206,LCK,LCK Spring 2024,Playoffs
32958,2024-04-13 08:16:46.550682,LCK,LCK Spring 2024,Playoffs
32959,2024-04-13 09:12:30.510796,LCK,LCK Spring 2024,Playoffs
32960,2024-04-14 06:21:01.418036,LCK,LCK Spring 2024,Playoffs
32961,2024-04-14 07:27:14.777910,LCK,LCK Spring 2024,Playoffs
32962,2024-04-14 08:22:43.182456,LCK,LCK Spring 2024,Playoffs
32963,2024-04-14 09:21:55.786652,LCK,LCK Spring 2024,Playoffs
32964,2024-04-14 10:14:46.359873,LCK,LCK Spring 2024,Playoffs
33381,2024-04-14 15:07:42.838574,LEC,LEC Spring 2024,Playoffs
33382,2024-04-14 15:54:45.367518,LEC,LEC Spring 2024,Playoffs
33383,2024-04-14 16:41:54.652301,LEC,LEC Spring 2024,Playoffs
33384,2024-04-14 17:29:39.101434,LEC,LEC Spring 2024,Playoffs
33291,2024-04-20 09:00:31.826000,LPL,LPL Spring 2024,Playoffs
33292,2024-04-20 10:06:24.809000,LPL,LPL Spring 2024,Playoffs
33293,2024-04-20 10:57:55.164000,LPL,LPL Spring 2024,Playoffs
33294,2024-04-20 11:58:27.304000,LPL,LPL Spring 2024,Playoffs
33597,2024-05-01 11:23:14.237000,Mid-Season Invitational,Mid-Season Invitational 2024,Play-In: Group A
33598,2024-05-01 12:05:56.325000,Mid-Season Invitational,Mid-Season Invitational 2024,Play-In: Group A
33602,2024-05-03 08:04:35.150000,Mid-Season Invitational,Mid-Season Invitational 2024,Play-In: Group A
33603,2024-05-03 08:40:57.004000,Mid-Season Invitational,Mid-Season Invitational 2024,Play-In: Group A
33622,2024-05-08 09:06:47.443000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33623,2024-05-08 09:52:59.828000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33624,2024-05-08 10:55:10.399000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33633,2024-05-09 09:06:36.293000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33634,2024-05-09 10:00:01.045000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33635,2024-05-09 10:51:02.658000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33636,2024-05-09 11:35:36.219000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33637,2024-05-09 12:25:33.804000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33628,2024-05-10 09:06:51.429000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33629,2024-05-10 10:20:33.113000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33630,2024-05-10 10:57:14.447000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33631,2024-05-10 11:45:13.797000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33632,2024-05-10 12:29:08.679000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33645,2024-05-11 07:27:46.911000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33646,2024-05-11 08:17:11.216000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33647,2024-05-11 09:05:38.858000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33648,2024-05-11 09:52:40.741000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33649,2024-05-11 10:39:13.797000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33642,2024-05-12 04:05:03.776000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33643,2024-05-12 04:55:44.899000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33644,2024-05-12 05:34:50.451000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33650,2024-05-12 06:27:30.167000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33651,2024-05-12 07:14:46.595000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33652,2024-05-12 08:04:11.262000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33653,2024-05-12 08:51:57.784000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33658,2024-05-14 09:03:57.739000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33659,2024-05-14 09:51:31.468000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33660,2024-05-14 10:34:52.179000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33654,2024-05-15 09:04:40.383000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33655,2024-05-15 09:54:29.056000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33656,2024-05-15 10:54:51.805000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33657,2024-05-15 11:48:33.530000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33669,2024-05-16 09:05:42.974000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33670,2024-05-16 10:00:29.783000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
33671,2024-05-16 10:47:00.642000,Mid-Season Invitational,Mid-Season Invitational 2024,Playoffs
