game_id,player_id,player_name,team_name,team_acronym,role,champion_name,win,game_length,player_kills,player_deaths,player_assists,total_minions_killed,gold_earned,total_damage_dealt_to_champions,team_kills
32938,5,ShowMaker,Dplus KIA,DK,Mid,Azir,0,2370,3,3,2,380,17756,25490,12
32939,1,Bdd,KT Rolster,KT,Mid,Taliyah,0,1441,1,3,1,202,7909,12929,4
32939,5,ShowMaker,Dplus KIA,DK,Mid,Azir,1,1441,4,0,6,277,12673,14202,16
32940,1,Bdd,KT Rolster,KT,Mid,Azir,0,1859,0,5,0,269,10091,10599,0
32940,5,ShowMaker,Dplus KIA,DK,Mid,Sylas,1,1859,5,0,5,268,14417,16036,16
33345,2,Caps,G2 Esports,G2,Mid,Taliyah,1,1686,4,0,7,264,12385,14497,16
33346,2,Caps,G2 Esports,G2,Mid,Taliyah,1,1882,5,1,8,301,14571,17139,15
33352,2,Caps,G2 Esports,G2,Mid,Aurelion Sol,1,1538,10,4,13,195,11968,26406,27
33353,2,Caps,G2 Esports,G2,Mid,Azir,1,1264,4,1,9,218,10644,16426,18
32941,3,Chovy,Gen.G,GEN,Mid,Azir,1,1918,2,1,6,354,13933,17476,11
32941,5,ShowMaker,Dplus KIA,DK,Mid,Aurelion Sol,0,1918,1,1,3,288,11912,18917,5
32942,3,Chovy,Gen.G,GEN,Mid,Tristana,0,2121,2,4,2,366,15610,17197,9
32942,5,ShowMaker,Dplus KIA,DK,Mid,Ahri,1,2121,10,0,8,297,16136,26427,22
32943,3,Chovy,Gen.G,GEN,Mid,Corki,1,1899,4,2,5,324,15819,25352,12
32943,5,ShowMaker,Dplus KIA,DK,Mid,Ahri,0,1899,3,3,2,267,12264,17022,8
32944,3,Chovy,Gen.G,GEN,Mid,Azir,0,2283,1,2,5,406,16264,21940,8
32944,5,ShowMaker,Dplus KIA,DK,Mid,LeBlanc,1,2283,2,2,3,313,17064,20030,9
32945,3,Chovy,Gen.G,GEN,Mid,Taliyah,1,2194,8,2,8,399,18878,34197,17
32945,5,ShowMaker,Dplus KIA,DK,Mid,Azir,0,2194,3,4,6,284,13556,23614,12
32946,4,Faker,T1,T1,Mid,Corki,0,2135,7,3,4,304,15802,36653,13
32947,4,Faker,T1,T1,Mid,Corki,0,2380,1,3,4,377,16534,29637,8
32948,4,Faker,T1,T1,Mid,Ahri,0,1868,1,4,5,284,12141,12562,14
32952,3,Chovy,Gen.G,GEN,Mid,Azir,0,2115,4,1,7,326,15268,43910,12
32953,3,Chovy,Gen.G,GEN,Mid,Aurelion Sol,1,2447,3,1,7,410,17783,38528,11
32954,3,Chovy,Gen.G,GEN,Mid,Azir,1,2567,2,4,16,337,16079,34521,23
32955,3,Chovy,Gen.G,GEN,Mid,Azir,1,1961,5,2,12,288,15681,19996,19
33279,6,knight,Bilibili Gaming,BLG,Mid,Orianna,1,1936,4,1,9,282,13699,22802,13
33280,6,knight,Bilibili Gaming,BLG,Mid,Tristana,0,1836,1,4,2,276,11218,13007,8
33281,6,knight,Bilibili Gaming,BLG,Mid,Syndra,1,2011,5,2,8,250,13334,21942,17
33282,6,knight,Bilibili Gaming,BLG,Mid,Ahri,1,1758,11,0,6,279,15926,26278,17
32949,4,Faker,T1,T1,Mid,Orianna,1,1965,3,0,7,345,15153,16637,15
32949,5,ShowMaker,Dplus KIA,DK,Mid,Diana,0,1965,2,3,3,257,11361,15022,9
32950,4,Faker,T1,T1,Mid,Azir,1,1996,2,2,4,292,13588,14611,16
32950,5,ShowMaker,Dplus KIA,DK,Mid,Veigar,0,1996,2,4,7,293,12976,22097,10
32951,4,Faker,T1,T1,Mid,Azir,1,2165,6,1,9,371,17583,36539,18
32951,5,ShowMaker,Dplus KIA,DK,Mid,Ahri,0,2165,4,3,7,319,14061,22835,13
33363,2,Caps,G2 Esports,G2,Mid,Aurelion Sol,1,2402,12,2,7,352,19441,47939,20
33364,2,Caps,G2 Esports,G2,Mid,Taliyah,0,1970,4,2,5,243,12202,24230,11
33365,2,Caps,G2 Esports,G2,Mid,Aurelion Sol,1,1300,4,1,11,158,9095,12887,24
33366,2,Caps,G2 Esports,G2,Mid,Taliyah,1,2023,6,1,8,317,16104,27842,18
33286,6,knight,Bilibili Gaming,BLG,Mid,Orianna,1,2150,8,3,12,299,16494,37213,24
33287,6,knight,Bilibili Gaming,BLG,Mid,Veigar,0,2081,3,1,3,306,13398,22737,7
33288,6,knight,Bilibili Gaming,BLG,Mid,Azir,1,2273,1,2,6,374,16125,17786,23
33289,6,knight,Bilibili Gaming,BLG,Mid,Azir,0,2100,6,4,7,320,15386,34134,14
33290,6,knight,Bilibili Gaming,BLG,Mid,Taliyah,1,2105,3,2,10,356,15298,26391,14
32956,4,Faker,T1,T1,Mid,Taliyah,0,2400,6,2,6,361,17397,23831,14
32957,4,Faker,T1,T1,Mid,Corki,1,2117,3,5,8,285,15333,24424,16
32958,4,Faker,T1,T1,Mid,Azir,1,2109,9,0,4,338,18105,35795,15
32959,4,Faker,T1,T1,Mid,Taliyah,1,2398,4,1,7,354,16649,15439,19
32960,3,Chovy,Gen.G,GEN,Mid,Corki,1,2597,6,2,14,468,22397,47674,24
32960,4,Faker,T1,T1,Mid,Azir,0,2597,7,4,2,405,20321,40338,10
32961,3,Chovy,Gen.G,GEN,Mid,Aurelion Sol,0,1920,9,3,1,310,15919,36951,13
32961,4,Faker,T1,T1,Mid,Azir,1,1920,3,2,8,293,14271,28479,17
32962,3,Chovy,Gen.G,GEN,Mid,Azir,0,2272,1,6,6,308,13740,32011,9
32962,4,Faker,T1,T1,Mid,Taliyah,1,2272,6,3,7,322,16965,25001,23
32963,3,Chovy,Gen.G,GEN,Mid,Aurelion Sol,1,1793,5,0,8,339,15089,25074,15
32963,4,Faker,T1,T1,Mid,Azir,0,1793,2,3,1,279,11765,17671,3
32964,3,Chovy,Gen.G,GEN,Mid,Corki,1,2524,4,1,8,394,20129,48487,15
32964,4,Faker,T1,T1,Mid,Orianna,0,2524,0,2,2,377,15542,21020,2
33381,2,Caps,G2 Esports,G2,Mid,Veigar,0,1711,5,5,3,239,12133,30141,11
33382,2,Caps,G2 Esports,G2,Mid,Azir,1,1746,9,3,5,291,16435,32377,19
33383,2,Caps,G2 Esports,G2,Mid,Azir,1,1664,7,3,7,258,13170,31009,20
33384,2,Caps,G2 Esports,G2,Mid,Taliyah,1,2097,4,7,18,275,14467,22842,33
33291,6,knight,Bilibili Gaming,BLG,Mid,Taliyah,1,2597,6,1,8,405,19833,53441,17
33292,6,knight,Bilibili Gaming,BLG,Mid,Azir,1,1392,1,2,13,215,10007,15289,22
33293,6,knight,Bilibili Gaming,BLG,Mid,Aurelion Sol,0,2203,2,3,9,341,14979,25794,21
33294,6,knight,Bilibili Gaming,BLG,Mid,Azir,1,1960,2,1,9,290,14509,27495,16
33597,4,Faker,T1,T1,Mid,Orianna,1,1546,4,2,5,226,11968,15798,14
33598,4,Faker,T1,T1,Mid,Orianna,1,1654,5,1,7,274,14279,21183,22
33602,4,Faker,T1,T1,Mid,Azir,1,1054,1,0,6,173,8349,6958,13
33603,4,Faker,T1,T1,Mid,Taliyah,1,1676,3,4,11,237,11772,14059,23
33622,3,Chovy,Gen.G,GEN,Mid,Corki,1,1654,7,1,5,274,14053,20966,14
33623,3,Chovy,Gen.G,GEN,Mid,Aurelion Sol,1,2665,6,3,9,438,19880,63440,19
33624,3,Chovy,Gen.G,GEN,Mid,Aurelion Sol,1,1685,9,1,6,242,14681,30384,24
33633,6,knight,Bilibili Gaming,BLG,Mid,Ahri,1,1530,5,2,6,242,11434,14235,21
33634,6,knight,Bilibili Gaming,BLG,Mid,Orianna,0,1828,3,4,3,253,11747,13823,14
33635,6,knight,Bilibili Gaming,BLG,Mid,Taliyah,1,1486,3,0,9,249,11169,14935,14
33636,6,knight,Bilibili Gaming,BLG,Mid,Azir,0,1863,3,4,4,279,11615,24292,10
33637,6,knight,Bilibili Gaming,BLG,Mid,Neeko,1,1433,4,0,10,230,11231,20474,19
33628,2,Caps,G2 Esports,G2,Mid,Tristana,0,1906,3,7,4,233,11701,24225,9
33628,4,Faker,T1,T1,Mid,Azir,1,1906,8,4,7,279,16013,23928,21
33629,2,Caps,G2 Esports,G2,Mid,Orianna,1,1878,4,1,10,314,15054,16668,19
33629,4,Faker,T1,T1,Mid,Taliyah,0,1878,2,6,2,251,10735,19573,7
33630,2,Caps,G2 Esports,G2,Mid,Orianna,1,1766,5,1,13,283,14024,13637,24
33630,4,Faker,T1,T1,Mid,Aurelion Sol,0,1766,0,6,5,239,9792,14639,8
33631,2,Caps,G2 Esports,G2,Mid,Orianna,0,1580,2,4,0,201,8838,14421,4
33631,4,Faker,T1,T1,Mid,Azir,1,1580,2,1,6,243,12247,18035,15
33632,2,Caps,G2 Esports,G2,Mid,Taliyah,0,2267,2,5,4,320,13636,14388,11
33632,4,Faker,T1,T1,Mid,Ahri,1,2267,6,1,8,319,17489,33708,22
33645,3,Chovy,Gen.G,GEN,Mid,Corki,1,1911,6,3,8,304,16334,42875,19
33646,3,Chovy,Gen.G,GEN,Mid,Azir,1,1837,1,0,7,325,13375,25190,12
33647,3,Chovy,Gen.G,GEN,Mid,Corki,0,1683,2,4,3,273,12285,25156,9
33648,3,Chovy,Gen.G,GEN,Mid,Azir,0,1692,1,4,2,272,10846,16831,5
33649,3,Chovy,Gen.G,GEN,Mid,Corki,1,2031,3,1,4,322,15815,32338,17
33642,2,Caps,G2 Esports,G2,Mid,Tristana,1,1887,14,2,8,315,19235,32813,24
33643,2,Caps,G2 Esports,G2,Mid,LeBlanc,1,1252,5,0,10,207,11379,15695,23
33644,2,Caps,G2 Esports,G2,Mid,Orianna,1,1543,4,0,9,215,11102,14452,23
33650,4,Faker,T1,T1,Mid,Corki,0,1744,2,5,2,290,12595,19987,7
33650,6,knight,Bilibili Gaming,BLG,Mid,Taliyah,1,1744,5,1,6,295,13006,18984,17
33651,4,Faker,T1,T1,Mid,Taliyah,1,1859,4,1,7,306,14114,21020,20
33651,6,knight,Bilibili Gaming,BLG,Mid,Corki,0,1859,1,4,2,260,11569,31562,5
33652,4,Faker,T1,T1,Mid,Veigar,0,1844,1,5,1,247,10449,13744,6
33652,6,knight,Bilibili Gaming,BLG,Mid,Taliyah,1,1844,8,1,8,258,13606,18869,21
33653,4,Faker,T1,T1,Mid,Akali,0,1832,2,2,1,269,11083,9053,4
33653,6,knight,Bilibili Gaming,BLG,Mid,Tristana,1,1832,2,1,7,356,15115,18097,12
33658,2,Caps,G2 Esports,G2,Mid,Tristana,1,1727,8,1,5,280,14776,17139,27
33659,2,Caps,G2 Esports,G2,Mid,Tristana,1,1483,2,1,6,266,11576,17526,19
33660,2,Caps,G2 Esports,G2,Mid,Tristana,1,1745,4,1,0,301,13352,20420,16
33654,4,Faker,T1,T1,Mid,Taliyah,1,1747,4,1,5,277,13281,20298,13
33655,4,Faker,T1,T1,Mid,Ahri,1,2625,5,3,6,333,17664,34143,19
33656,4,Faker,T1,T1,Mid,Corki,0,2111,3,5,4,315,13892,26122,12
33657,4,Faker,T1,T1,Mid,Orianna,1,1421,9,0,4,185,10977,17383,27
33669,3,Chovy,Gen.G,GEN,Mid,Orianna,0,2189,0,3,2,315,12462,19021,6
33669,6,knight,Bilibili Gaming,BLG,Mid,Ahri,1,2189,4,1,11,283,14800,17146,18
33670,3,Chovy,Gen.G,GEN,Mid,Yone,1,1751,4,1,5,289,12663,14814,18
33670,6,knight,Bilibili Gaming,BLG,Mid,Orianna,0,1751,0,3,3,240,9961,14989,6
33671,3,Chovy,Gen.G,GEN,Mid,Hwei,1,1763,3,0,12,266,12218,33663,20
33671,6,knight,Bilibili Gaming,BLG,Mid,Tristana,0,1763,2,3,0,266,10875,8744,3
33672,3,Chovy,Gen.G,GEN,Mid,Corki,1,2492,8,3,10,336,18043,41774,24
33672,6,knight,Bilibili Gaming,BLG,Mid,Vex,0,2492,1,6,8,226,11954,20847,16
33661,2,Caps,G2 Esports,G2,Mid,LeBlanc,0,1599,2,4,2,231,9881,13899,5
33661,4,Faker,T1,T1,Mid,Orianna,1,1599,3,1,10,246,11439,17359,20
33662,2,Caps,G2 Esports,G2,Mid,Aurelion Sol,0,2045,7,2,6,277,13984,32640,17
33662,4,Faker,T1,T1,Mid,Azir,1,2045,6,8,3,277,14620,17067,16
33663,2,Caps,G2 Esports,G2,Mid,Tristana,0,2129,2,2,3,355,15576,17575,11
33663,4,Faker,T1,T1,Mid,Taliyah,1,2129,3,1,11,337,15166,20598,18
33664,4,Faker,T1,T1,Mid,Tristana,0,1786,6,7,4,235,12472,19814,15
33664,6,knight,Bilibili Gaming,BLG,Mid,Taliyah,1,1786,6,2,10,268,13618,32277,19
33665,4,Faker,T1,T1,Mid,Akali,1,1745,2,1,5,246,10851,11717,16
33665,6,knight,Bilibili Gaming,BLG,Mid,Neeko,0,1745,2,3,4,197,9598,13691,9
33666,4,Faker,T1,T1,Mid,Zac,0,1421,1,4,0,178,7688,9211,4
33666,6,knight,Bilibili Gaming,BLG,Mid,Annie,1,1421,3,1,16,169,9998,24071,23
33667,4,Faker,T1,T1,Mid,Aurelion Sol,1,2192,5,5,10,276,15178,25439,28
33667,6,knight,Bilibili Gaming,BLG,Mid,Corki,0,2192,6,5,7,291,15238,46861,17
33668,4,Faker,T1,T1,Mid,Taliyah,0,2021,0,2,3,313,12322,10388,5
33668,6,knight,Bilibili Gaming,BLG,Mid,Neeko,1,2021,3,2,9,302,13756,18338,18
33673,3,Chovy,Gen.G,GEN,Mid,Yone,1,2300,1,0,9,334,16138,17099,16
33673,6,knight,Bilibili Gaming,BLG,Mid,Neeko,0,2300,2,3,6,257,12435,18472,10
33674,3,Chovy,Gen.G,GEN,Mid,Yone,1,2354,1,3,18,307,16008,26329,39
33674,6,knight,Bilibili Gaming,BLG,Mid,Orianna,0,2354,3,6,10,332,15061,32373,17
33675,3,Chovy,Gen.G,GEN,Mid,Hwei,0,2408,2,2,6,361,14921,41958,13
33675,6,knight,Bilibili Gaming,BLG,Mid,Jayce,1,2408,4,3,7,351,18234,44696,20
33676,3,Chovy,Gen.G,GEN,Mid,Azir,1,2834,5,1,6,515,22787,28198,23
33676,6,knight,Bilibili Gaming,BLG,Mid,Tristana,0,2834,2,3,2,444,20958,20344,9
34902,6,knight,Bilibili Gaming,BLG,Mid,Corki,1,1892,5,0,6,323,15611,20750,16
34903,6,knight,Bilibili Gaming,BLG,Mid,Yone,1,1748,3,1,9,312,14245,12369,22
33680,2,Caps,G2 Esports,G2,Mid,Hwei,1,1939,4,1,8,275,14309,19543,20
33686,2,Caps,G2 Esports,G2,Mid,Azir,0,2409,2,5,2,396,17093,19685,13
34915,6,knight,Bilibili Gaming,BLG,Mid,Corki,1,2646,4,2,6,455,22042,35842,22
34916,6,knight,Bilibili Gaming,BLG,Mid,Hwei,1,2481,1,4,10,350,15460,23520,16
33689,2,Caps,G2 Esports,G2,Mid,Hwei,0,2582,3,2,3,357,16424,25853,10
34274,5,ShowMaker,Dplus KIA,DK,Mid,Taliyah,1,1519,11,0,7,231,12263,21638,22
34275,5,ShowMaker,Dplus KIA,DK,Mid,Azir,0,1921,1,3,4,307,12407,18743,7
34276,5,ShowMaker,Dplus KIA,DK,Mid,Tristana,1,2722,2,1,6,421,19773,24725,15
34280,1,Bdd,KT Rolster,KT,Mid,Aurelion Sol,0,1946,1,1,1,276,12493,15591,3
34480,1,Bdd,KT Rolster,KT,Mid,Taliyah,0,2124,4,5,10,319,15298,24679,17
34928,6,knight,Bilibili Gaming,BLG,Mid,Jayce,0,2154,3,1,6,328,15104,32670,17
34929,6,knight,Bilibili Gaming,BLG,Mid,Corki,1,1838,2,1,9,302,14024,16554,16
34930,6,knight,Bilibili Gaming,BLG,Mid,Annie,1,1773,5,1,5,277,13718,18622,15
34282,3,Chovy,Gen.G,GEN,Mid,Corki,1,1783,2,3,4,293,12958,16192,18
34283,3,Chovy,Gen.G,GEN,Mid,Corki,1,2113,6,1,4,428,19659,21898,16
34284,4,Faker,T1,T1,Mid,Azir,1,2145,4,1,3,384,17386,13733,13
34285,4,Faker,T1,T1,Mid,Azir,1,1872,9,1,9,319,16041,28863,24
34289,1,Bdd,KT Rolster,KT,Mid,Yone,0,1780,0,3,4,257,10895,11109,5
34289,5,ShowMaker,Dplus KIA,DK,Mid,Taliyah,1,1780,1,2,6,245,11147,19924,16
34290,1,Bdd,KT Rolster,KT,Mid,Jayce,1,2013,3,1,6,298,13712,21863,12
34290,5,ShowMaker,Dplus KIA,DK,Mid,Taliyah,0,2013,2,2,1,323,12514,18406,5
34291,1,Bdd,KT Rolster,KT,Mid,Veigar,0,2075,4,3,5,271,12338,20656,12
34291,5,ShowMaker,Dplus KIA,DK,Mid,Taliyah,1,2075,2,3,14,302,14217,17165,24
33696,2,Caps,G2 Esports,G2,Mid,Corki,1,2045,3,5,2,349,15781,15567,11
34295,3,Chovy,Gen.G,GEN,Mid,Corki,1,1606,6,0,5,299,14163,23709,17
34295,4,Faker,T1,T1,Mid,Taliyah,0,1606,2,4,1,268,10517,10508,4
34296,3,Chovy,Gen.G,GEN,Mid,Yone,1,1468,1,0,6,255,10465,11066,16
34296,4,Faker,T1,T1,Mid,Tristana,0,1468,1,2,1,202,8081,14192,6
33698,2,Caps,G2 Esports,G2,Mid,Tristana,1,1907,5,1,3,347,16934,25700,14
34949,6,knight,Bilibili Gaming,BLG,Mid,Corki,1,2281,9,6,10,288,17238,40436,23
34950,6,knight,Bilibili Gaming,BLG,Mid,Malzahar,1,1863,4,2,14,281,14626,21788,25
34299,4,Faker,T1,T1,Mid,Corki,1,2751,6,4,8,393,21389,42811,23
34299,5,ShowMaker,Dplus KIA,DK,Mid,Tristana,0,2751,6,2,5,418,20294,45632,15
34300,4,Faker,T1,T1,Mid,Tristana,1,1600,4,1,5,249,11860,13740,12
34300,5,ShowMaker,Dplus KIA,DK,Mid,Corki,0,1600,1,4,1,213,8790,18202,4
34301,1,Bdd,KT Rolster,KT,Mid,Yone,0,2040,4,5,5,287,12517,21370,12
34301,3,Chovy,Gen.G,GEN,Mid,Corki,1,2040,9,2,7,329,19006,42314,19
34302,1,Bdd,KT Rolster,KT,Mid,Yone,0,1621,1,1,1,246,9235,10342,2
34302,3,Chovy,Gen.G,GEN,Mid,Corki,1,1621,3,0,5,273,13899,28563,12
34307,4,Faker,T1,T1,Mid,Corki,0,2178,1,1,2,359,14855,22522,9
34308,4,Faker,T1,T1,Mid,Ahri,1,2136,6,1,9,342,16191,29762,20
34309,4,Faker,T1,T1,Mid,Corki,1,1717,8,2,7,253,13398,27647,22
34313,5,ShowMaker,Dplus KIA,DK,Mid,Azir,1,2670,2,5,15,319,16955,25637,20
34314,5,ShowMaker,Dplus KIA,DK,Mid,Taliyah,1,1705,6,2,16,230,12402,32598,31
34968,6,knight,Bilibili Gaming,BLG,Mid,Corki,1,2067,4,3,1,354,15622,18087,9
34969,6,knight,Bilibili Gaming,BLG,Mid,Yone,1,2168,5,5,2,382,17488,21130,23
33705,2,Caps,G2 Esports,G2,Mid,Azir,1,1828,0,0,4,315,13492,13986,13
34315,3,Chovy,Gen.G,GEN,Mid,Lucian,1,1454,5,1,3,266,12367,13177,14
34316,3,Chovy,Gen.G,GEN,Mid,Corki,1,1450,6,1,7,250,13405,26852,21
34317,1,Bdd,KT Rolster,KT,Mid,Corki,0,1503,0,2,0,257,9346,14793,1
34318,1,Bdd,KT Rolster,KT,Mid,Corki,0,1447,0,4,1,224,9783,14845,3
33709,2,Caps,G2 Esports,G2,Mid,Corki,1,1871,6,2,8,310,15400,25299,23
34319,4,Faker,T1,T1,Mid,Tristana,1,2064,3,2,1,346,15704,21661,11
34320,4,Faker,T1,T1,Mid,Tristana,1,1268,3,1,2,194,8794,11087,9
34321,3,Chovy,Gen.G,GEN,Mid,Lucian,1,1973,5,1,7,340,15208,26633,14
34322,3,Chovy,Gen.G,GEN,Mid,Corki,1,2528,7,4,10,406,20716,45818,19
34323,5,ShowMaker,Dplus KIA,DK,Mid,LeBlanc,1,1517,1,2,3,237,10395,14242,21
34324,5,ShowMaker,Dplus KIA,DK,Mid,Tristana,1,1590,7,0,3,272,13570,19744,13
34325,1,Bdd,KT Rolster,KT,Mid,Taliyah,1,1755,5,3,10,282,13211,26169,20
34991,6,knight,Bilibili Gaming,BLG,Mid,Lucian,0,2081,4,5,3,339,14696,34443,12
34326,1,Bdd,KT Rolster,KT,Mid,Tristana,0,2276,5,4,4,368,16414,30283,17
34992,6,knight,Bilibili Gaming,BLG,Mid,Yone,1,1704,3,2,5,257,12298,12145,19
34327,1,Bdd,KT Rolster,KT,Mid,Ahri,1,1518,6,1,10,239,11918,19048,26
34993,6,knight,Bilibili Gaming,BLG,Mid,Corki,0,2271,6,1,8,406,17791,33323,16
34330,3,Chovy,Gen.G,GEN,Mid,Hwei,1,1249,4,0,5,216,9860,11073,15
34331,3,Chovy,Gen.G,GEN,Mid,Corki,1,1857,2,1,5,337,14884,25296,14
34332,1,Bdd,KT Rolster,KT,Mid,Taliyah,0,1948,1,1,5,332,13067,13098,6
34332,4,Faker,T1,T1,Mid,Azir,1,1948,5,1,3,361,17302,20703,9
34333,1,Bdd,KT Rolster,KT,Mid,Taliyah,1,1557,7,1,5,232,12041,10132,16
34333,4,Faker,T1,T1,Mid,Azir,0,1557,1,2,3,259,11412,10165,6
34334,1,Bdd,KT Rolster,KT,Mid,Azir,1,2031,3,1,8,348,15876,34210,16
34334,4,Faker,T1,T1,Mid,Tristana,0,2031,2,4,5,298,13270,15109,10
33714,2,Caps,G2 Esports,G2,Mid,Corki,1,1432,8,1,5,270,12960,25276,18
34339,5,ShowMaker,Dplus KIA,DK,Mid,Taliyah,0,2899,5,2,8,413,20332,27122,16
34340,5,ShowMaker,Dplus KIA,DK,Mid,Twisted Fate,1,1657,1,0,10,276,15383,13526,15
34341,5,ShowMaker,Dplus KIA,DK,Mid,Taliyah,1,1781,3,2,12,255,12213,25455,23
33720,2,Caps,G2 Esports,G2,Mid,Corki,1,2490,6,5,7,372,19124,30466,21
35945,4,Faker,T1,T1,Mid,Corki,1,2341,3,1,7,425,18358,30092,20
35945,6,knight,Bilibili Gaming,BLG,Mid,Tristana,0,2341,2,2,6,374,15596,22372,9
35946,4,Faker,T1,T1,Mid,Tristana,0,1905,1,3,2,278,11370,12073,7
35946,6,knight,Bilibili Gaming,BLG,Mid,Corki,1,1905,5,1,4,341,15375,16724,20
35947,4,Faker,T1,T1,Mid,Tristana,1,1830,6,2,10,301,13874,29566,20
35947,6,knight,Bilibili Gaming,BLG,Mid,Corki,0,1830,1,4,3,273,11680,24154,7
35950,3,Chovy,Gen.G,GEN,Mid,Corki,0,2056,0,2,4,352,15166,29359,8
35951,3,Chovy,Gen.G,GEN,Mid,Hwei,0,2080,1,5,2,350,13687,40600,5
35952,2,Caps,G2 Esports,G2,Mid,Corki,0,2301,5,5,2,342,16410,28805,11
35953,2,Caps,G2 Esports,G2,Mid,Tristana,1,2194,9,4,8,363,19467,42107,26
35954,2,Caps,G2 Esports,G2,Mid,Tristana,1,1825,8,1,2,360,17672,21233,18
35955,4,Faker,T1,T1,Mid,Azir,0,2405,2,2,2,442,17910,22233,5
35956,4,Faker,T1,T1,Mid,Tristana,1,1734,4,2,4,270,13772,19051,18
35957,4,Faker,T1,T1,Mid,Taliyah,1,1748,5,0,5,324,14575,21136,13
35958,2,Caps,G2 Esports,G2,Mid,Corki,0,1734,4,3,2,259,11959,18069,9
35959,2,Caps,G2 Esports,G2,Mid,LeBlanc,0,1597,0,2,6,206,8472,13359,8
35960,4,Faker,T1,T1,Mid,Corki,0,1376,1,3,1,213,8911,15792,4
35961,4,Faker,T1,T1,Mid,Ahri,1,1566,3,1,6,250,10781,17950,16
35962,4,Faker,T1,T1,Mid,Azir,1,2338,4,1,7,383,17732,30149,18
35963,4,Faker,T1,T1,Mid,Yasuo,1,1757,5,2,8,258,13172,16284,21
34342,4,Faker,T1,T1,Mid,Tristana,1,1420,8,2,5,227,13490,20898,17
34343,4,Faker,T1,T1,Mid,Tristana,0,1921,2,6,5,296,13123,20773,9
